sysid,sysname,year,assigned_month,yr_mo_d,sum_min,num_trip,sysname_alt
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,4,04/16/2020 12:00:00 AM,5434,228,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,4,04/17/2020 12:00:00 AM,7311,280,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,4,04/18/2020 12:00:00 AM,31021,844,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,4,04/19/2020 12:00:00 AM,18274,541,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,4,04/20/2020 12:00:00 AM,5777,247,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,4,04/21/2020 12:00:00 AM,7585,290,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,4,04/22/2020 12:00:00 AM,30287,864,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,4,04/23/2020 12:00:00 AM,14844,493,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,4,04/24/2020 12:00:00 AM,19793,610,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,4,04/25/2020 12:00:00 AM,44202,1219,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,4,04/26/2020 12:00:00 AM,35045,964,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,4,04/27/2020 12:00:00 AM,34522,1014,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,4,04/28/2020 12:00:00 AM,4826,206,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,4,04/29/2020 12:00:00 AM,21317,633,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,4,04/30/2020 12:00:00 AM,32909,950,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,4,05/01/2020 12:00:00 AM,22325,681,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,4,05/02/2020 12:00:00 AM,57793,1558,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,05/03/2020 12:00:00 AM,52294,1312,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,05/04/2020 12:00:00 AM,20622,616,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,05/05/2020 12:00:00 AM,19452,593,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,05/06/2020 12:00:00 AM,29763,813,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,05/07/2020 12:00:00 AM,21898,723,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,05/08/2020 12:00:00 AM,16951,553,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,05/09/2020 12:00:00 AM,13962,424,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,05/10/2020 12:00:00 AM,8555,254,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,05/11/2020 12:00:00 AM,17703,575,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,05/12/2020 12:00:00 AM,24781,743,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,05/13/2020 12:00:00 AM,7085,289,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,05/14/2020 12:00:00 AM,29423,877,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,05/15/2020 12:00:00 AM,37865,1036,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,05/16/2020 12:00:00 AM,17898,505,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,05/17/2020 12:00:00 AM,1643,76,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,05/18/2020 12:00:00 AM,18864,613,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,05/19/2020 12:00:00 AM,34475,958,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,05/20/2020 12:00:00 AM,37443,1044,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,05/21/2020 12:00:00 AM,22421,749,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,05/22/2020 12:00:00 AM,20901,729,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,05/23/2020 12:00:00 AM,33113,832,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,05/24/2020 12:00:00 AM,50349,1263,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,05/25/2020 12:00:00 AM,39565,999,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,05/26/2020 12:00:00 AM,14839,515,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,05/27/2020 12:00:00 AM,32071,967,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,05/28/2020 12:00:00 AM,36141,1085,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,05/29/2020 12:00:00 AM,36765,1077,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,05/30/2020 12:00:00 AM,37863,964,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,06/01/2020 12:00:00 AM,15680,484,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,06/02/2020 12:00:00 AM,12118,475,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,06/03/2020 12:00:00 AM,23685,747,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,06/04/2020 12:00:00 AM,25415,855,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,06/05/2020 12:00:00 AM,34448,1178,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,06/06/2020 12:00:00 AM,31882,980,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,06/07/2020 12:00:00 AM,42665,1174,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,06/08/2020 12:00:00 AM,22802,747,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,06/09/2020 12:00:00 AM,13081,504,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,06/10/2020 12:00:00 AM,23743,844,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,06/11/2020 12:00:00 AM,30990,1084,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,06/12/2020 12:00:00 AM,34127,1194,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,06/13/2020 12:00:00 AM,38717,1348,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,06/14/2020 12:00:00 AM,43599,1276,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,06/15/2020 12:00:00 AM,25628,947,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,06/16/2020 12:00:00 AM,25797,1010,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,06/17/2020 12:00:00 AM,29100,1092,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,06/18/2020 12:00:00 AM,14634,609,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,06/19/2020 12:00:00 AM,32998,1253,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,06/20/2020 12:00:00 AM,44968,1514,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,06/21/2020 12:00:00 AM,25460,886,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,06/22/2020 12:00:00 AM,25700,1019,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,06/23/2020 12:00:00 AM,27131,1082,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,06/24/2020 12:00:00 AM,30797,1204,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,06/25/2020 12:00:00 AM,29093,1124,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,06/26/2020 12:00:00 AM,30824,1166,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,06/27/2020 12:00:00 AM,45166,1498,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,06/28/2020 12:00:00 AM,32658,1147,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,06/29/2020 12:00:00 AM,17943,706,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,06/30/2020 12:00:00 AM,24473,958,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/01/2020 12:00:00 AM,25345,1004,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/02/2020 12:00:00 AM,24501,1035,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/03/2020 12:00:00 AM,33188,1132,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/04/2020 12:00:00 AM,37747,1297,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/05/2020 12:00:00 AM,30926,1037,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/06/2020 12:00:00 AM,23385,856,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/07/2020 12:00:00 AM,25047,973,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/08/2020 12:00:00 AM,21274,892,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/09/2020 12:00:00 AM,25398,926,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/10/2020 12:00:00 AM,38508,1356,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/11/2020 12:00:00 AM,38607,1279,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/12/2020 12:00:00 AM,53761,1683,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/13/2020 12:00:00 AM,27244,1077,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/14/2020 12:00:00 AM,19446,794,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/15/2020 12:00:00 AM,34389,1265,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/16/2020 12:00:00 AM,29784,1083,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/17/2020 12:00:00 AM,27329,1122,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/18/2020 12:00:00 AM,29462,1119,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/19/2020 12:00:00 AM,46751,1500,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/20/2020 12:00:00 AM,26925,1101,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/21/2020 12:00:00 AM,24571,973,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/22/2020 12:00:00 AM,25994,968,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/23/2020 12:00:00 AM,31383,1231,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/24/2020 12:00:00 AM,26842,1140,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/25/2020 12:00:00 AM,26430,1038,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/26/2020 12:00:00 AM,32473,1078,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/27/2020 12:00:00 AM,27968,1111,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/28/2020 12:00:00 AM,26880,1072,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/29/2020 12:00:00 AM,28972,1153,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/30/2020 12:00:00 AM,24973,1057,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,07/31/2020 12:00:00 AM,36069,1359,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,08/01/2020 12:00:00 AM,43705,1519,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,08/02/2020 12:00:00 AM,43243,1417,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,08/03/2020 12:00:00 AM,26603,981,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,08/04/2020 12:00:00 AM,28482,1121,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,08/05/2020 12:00:00 AM,21403,926,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,08/06/2020 12:00:00 AM,25798,1083,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,08/07/2020 12:00:00 AM,26209,1034,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,08/08/2020 12:00:00 AM,28443,1014,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,08/09/2020 12:00:00 AM,28711,961,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,08/10/2020 12:00:00 AM,25834,982,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,08/11/2020 12:00:00 AM,26121,1022,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,08/12/2020 12:00:00 AM,10623,557,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,08/13/2020 12:00:00 AM,20889,903,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,08/14/2020 12:00:00 AM,16279,725,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,08/15/2020 12:00:00 AM,46328,1535,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,08/16/2020 12:00:00 AM,41910,1395,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,08/17/2020 12:00:00 AM,21952,895,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,08/18/2020 12:00:00 AM,27042,1110,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,08/19/2020 12:00:00 AM,20601,918,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,08/20/2020 12:00:00 AM,22710,915,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,08/21/2020 12:00:00 AM,23347,1000,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,08/22/2020 12:00:00 AM,33779,1256,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,08/23/2020 12:00:00 AM,28604,1012,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,08/24/2020 12:00:00 AM,17522,779,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,08/25/2020 12:00:00 AM,18772,834,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,08/26/2020 12:00:00 AM,18447,842,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,08/27/2020 12:00:00 AM,15738,691,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,08/28/2020 12:00:00 AM,17663,794,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,08/29/2020 12:00:00 AM,37446,1241,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,08/30/2020 12:00:00 AM,28467,996,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,08/31/2020 12:00:00 AM,17214,724,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/01/2020 12:00:00 AM,17020,791,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/02/2020 12:00:00 AM,17255,826,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/03/2020 12:00:00 AM,16278,765,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/04/2020 12:00:00 AM,20528,879,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/05/2020 12:00:00 AM,36488,1209,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/06/2020 12:00:00 AM,35770,1139,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/07/2020 12:00:00 AM,9904,386,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/08/2020 12:00:00 AM,7068,421,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/09/2020 12:00:00 AM,3663,280,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/10/2020 12:00:00 AM,13171,680,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/11/2020 12:00:00 AM,7398,473,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/12/2020 12:00:00 AM,16615,680,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/13/2020 12:00:00 AM,26795,992,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/14/2020 12:00:00 AM,15756,720,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/15/2020 12:00:00 AM,15833,783,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/16/2020 12:00:00 AM,14003,713,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/17/2020 12:00:00 AM,11132,580,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/18/2020 12:00:00 AM,14913,696,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/19/2020 12:00:00 AM,28520,1000,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/20/2020 12:00:00 AM,23485,868,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/21/2020 12:00:00 AM,13045,634,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/22/2020 12:00:00 AM,16201,804,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/23/2020 12:00:00 AM,15791,805,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/24/2020 12:00:00 AM,15615,758,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/25/2020 12:00:00 AM,20188,869,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/26/2020 12:00:00 AM,19431,803,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/27/2020 12:00:00 AM,17084,667,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/28/2020 12:00:00 AM,7169,401,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/29/2020 12:00:00 AM,11359,568,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,09/30/2020 12:00:00 AM,6811,414,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,10/01/2020 12:00:00 AM,6729,398,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,10/02/2020 12:00:00 AM,7448,488,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,9,10/03/2020 12:00:00 AM,13242,506,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,10,10/04/2020 12:00:00 AM,13592,537,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,10,10/05/2020 12:00:00 AM,11590,535,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,10,10/06/2020 12:00:00 AM,12964,640,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,10,10/07/2020 12:00:00 AM,12234,660,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,10,10/08/2020 12:00:00 AM,11403,613,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,10,10/09/2020 12:00:00 AM,19417,811,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,10,10/10/2020 12:00:00 AM,26090,949,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,10,10/11/2020 12:00:00 AM,21362,815,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,10,10/12/2020 12:00:00 AM,9132,464,"Minneapolis, MN (Nice Ride Minnesota)"
25,"Nice Ride Minnesota (Minneapolis, MN)",2020,10,10/13/2020 12:00:00 AM,7730,446,"Minneapolis, MN (Nice Ride Minnesota)"
